index,text
3075,דליקה היתה בשבת והיה בשכונת יהודים נכרים ולא היה ניכר בין ילדי היהודים לילדי הנכרים והיה שם יהודי ומגלה הילדים ורואה אם הילד נמול או ערל אמרו לו הדליקה נגעה עד הנפש אדהכי והכי ישרפו אלא תציל הכל וחלול שבת שעשו בעבור היהודים אעפ''י שמקצת היו ילדי נכרים אין להתענות על כך אבל אם חלל שבת בעבור שהיה סבור יהודי הוא והיה נכרי ולא היה ביניהם יהודים צריך להתענות ולמה כל כך כיון שלא היה לו לחקור וכונתו להציל יהודים למי שנשלח לו ביום ו' תרנגולת או ביצים ואמר השליח פלוני שלח לך כדי שתאכל בשבת זה אינו רשאי לאכול אותו בחול אלא בשבת.
3076," ואם יש הרבה ונשאר לו יתן לבני ביתו ואם יאמר השליח אל יאכל אדם אלא אתה שיהיה לו זכות אל יתן לשפחתו כיון שלא נתן לו אלא ע""מ לאכלו יחיד"
3077,לאחד שלחו לו בערב שבת אמרו לו תאכל בשבת ולא היה צריך כי היה לו די אם יודע שאם היה אוכל בחול היו מקפידים אם כן לא יוכל לאכול בחול ויצניע לשבת אחר.
3078, ואם הוא דבר שאינו יכול להצניע יאכל בחול שלא יהא לאבוד
3079,הכותב ספרים להשאיל לאחרים יכתוב כל מסכתא ומסכתא בפני עצמה כמו שעושים בבבל שאם יקשור סדר יחד איך ישאיל לאחר כשיצטרך למסכתא אחרת ומה שבמלכות הזה קושרים יחד כל סדר כי צריכים לעיין בבית המדרש מסכתא אחרת ואיך יביא כל מסכתא בפני עצמה עמו אבל להשאיל מוטב שישאיל כל מסכתא לבד
3080,חסיד אחד מת והיו לו ספרים הרבה באו יורשיו ומכרו כל ספריו וצדיקים היו מתאנחים על היורשין שמוכרים ספרים של אביהם והיה שם חכם אחד אמר אל תאנחו אגיד לכם איזה עון גרם שאין הספרים נשארים ביד היורשים כי לא היה משאיל ספריו לבני אדם כי היה אומר אני זקן ואם יטשטשו אותם יהיו נמחקים ולא אוכל לראות ואין לאדם לחשוב כן כי טוב לו שילמדו בספריו וימחקו משיהיו הספרים במקום המוצנע ולא ילמדו בהם והמפקיד ספרים שאין הנפקד רשאי לעיין בהם זה לא דברו חכמים אלא כנגד המפקיד ביד חסיד.
3081, אבל החסידים יש להם לעשות לפנים משורת הדין.
3082, צדיק חסיד המפקיד ביד חסיד ספרים יש לומר לו למי שהיית משאיל ספרים שלך אף אם יצטרכו לספרים תשאיל להם ואם לא יאמר המפקיד יאמר הנפקד אני אשמרם על מנת שאשאילם למי שהייתי משאיל ספרים שלי אם היו לי כיוצא בהם לעשות לפנים משורת הדין
3083,יעקב שיש לו שני בנים אחד אינו משאיל ברצון טוב ספריו ואחד משאילם ברצון טוב מוטב שיתן יעקב למשאיל ויהיה לנפשו של יעקב טוב
3084,אחד היה לו ספרים והיה משאילם שילמדו בהם והיה מצוה לבניו הזהרו כשתהא לכם קטטה עם בני אדם שלא תמנעו מלהשאיל הספרים לאותם שמתקוטטים עמכם ואם אתם תסברו שלא יחזירו לכם הספרים שמא יעלילו.
3085, תקחו מהם משכון ותשאילו למי שלומדים לשמה.
3086, ותשאילום לעניים קודם לעשירים.
3087, ואם ראית ספרים נשרפים דע לך כי בעבירה הם שלו או בעבירה באו לידי אבותיו או שאינו משאילם לחפצים ללמוד בהם ומתחלה נכתבו שלא לשמה
3088,"ראובן שהשאיל ספר לשמעון ושמע לוי וא""ל תעשה מצוה ותשאילהו לי שבכל יום תמיד תדיר אלמוד בו וראובן על מנת כן השאילהו לשמעון שילמוד בו בכל יום."
3089, כי אמר ראובן כיון שלוי מבקש ממני ללמוד תדיר ושמעון חפץ ללמוד בו תדיר מוטב להשאילו לשמעון שילמוד בו כמו כן בקביעות והנה שמעון טרוד ואינו לומד בכל יום בו אלא יום או יומים בשבוע.
3090, עון הוא לשמעון כי אינו לומד בו תדיר שאם היה יודע ראובן קודם לכן ששמעון אינו לומד בו אלא לעתים היה משאילו ללוי שלומד כל יום בספר שלו
3091,אשה היתה צדקת והיה לה בעל רע עין שלא היה חפץ ליתן צדקה ולקנות ספרים וכשהגיע עתה לטבול לא רצתה לטבול אמר לה למה לא תטבלי אמרה איני טובלת אלא אם כן תקנה ספרים ותתן כמו כן צדקה.
3092, ולא היה רוצה והיתה ממאנת לטבול.
3093," אלא א""כ יתרצה לקנות ספרים ולתת צדקה."
3094," קבל לחכם עליה אמר לאיש לכך תהיה ברוכה שכופה אותך למצוה ואינה יודעת באיזה ענין לכוף אותך כ""א בזה ואמר החכם לאשתו אם תוכל לגרום בדברים שיעשה טובה הרי טוב אבל בדברים שבינו לבינך בדבר תשמיש המטה אל תעכבי את רצונו שלא יהרהר בעבירה ושלא תעכבי הרונך ותרבי כעסו."
3095,מעשה באיש אחד שהיה בדרך והודיע לאשתו באותו יום אשוב לביתי והאשה שידעה שיש לבעל לבא הלכה לטבילה ואמר לה בעלה כיון שטבלת קודם שבאתי אתן לך זקוק שתקנה בו מעיל אמרה לו אותו זקוק תן לי ותן לי רשות לקנות בו ספר או אשכיר סופר שיכתוב לי ספר ואשאיל ללומדים שילמדו בו והרתה וילדה בן וכל אחיו היו עמי הארץ כי אם אותו בן
3096,מעשה בחסיד אחד שהיה מקבץ מעיר לעיר לצדקה והיה אוכל ולומד וגם משכיר סופר מאותם פשיטים לכתוב לו פירוש ופשטים וחדושים ותוספות אמר החסיד מוטב שאקבל ואשכור במעות סופר ואזכה בהם את הרבים
3097,כל אדם שמסתיר ספרים וטעמים מן ההגונים סוף שבאים לידי רעים ולידי שאינם הגונים ואם רואה שאינם הגונים אל יגלה שנאמר (תהלים כה יד) סוד ה' ליראיו וכתיב (משלי ב ז) יצפון לישרים תושיה
3098,אחד היה רוצה להעתיק מספר אמרו לו כמה הפסד שאתה מעתיק מספר יפה זה שאתה מטשטש אותו.
3099, אמר החכם הלא כמה ספרים הועתקו ממנו יש לו זכות גדול לבעל הספר.
3100," אע""פ שקצת נגרע וכי ספרים עשויין לפקדון אלא ילמדו בהם ויעתיקו מהם"
3101,"כתיב (תהלים קיט ס) חשתי ולא התמהמהתי לשמור מצותיך לא יעכב אדם את המצוה בעבור זה שאמרה תורה זה אלי ואנוהו התנאה לפניו במצות כגון טלית נאה וספר תורה נאה שלא יאמר אדם כיון שיש לי טלית לקנות אמתין עד שיבוא לידי טלית יפה מאוד אלא יקנה מיד טלית אע""פ שאינה יפה כל כך."
3102," וכן עיר שאין בה ס""ת ויש שם סופר שיודע בדוקא לכתוב אבל אינו יודע לכתוב כל כך יפה כמו סופר אחר שלא בא כל כך בקרוב זמן מוטב שיכתוב אותו המצוי מיד אע""פ שאינו כותב יפה כי על זה נא' חשתי ולא התמהמהתי לשמור מצותיך"
3103,"אם כתב אדם ספר יפה וכתב דף שאינו כל כך יפה כמו שאר הדפין אע""פ שאין בו טעות אם חפץ יסיר הדף ויגנוז ויכתוב אחר יפה ואין לומר עובר משום בל תשחית לכך נאמר (שמות טו ב) זה אלי ואנוהו וכן מלך פורץ גדר שנאמר (מיכה ב יג) ועלה הפורץ עליהם וכתיב (מיכה ב יג) ויעבר מלכם לפניהם ואין לומר עובר משום בל תשחית"
3104,תורה נביאים וכתובים שכתב בהם הסופר את האותיות להפך תיבות או אותיות או פסוקים.
3105, כמו שכתב יהי נחש דן עלי דרך לא יכתוב על דן א' ועל נחש ב' למעלה כדי לקרא המאוחר קודם אלא ימחוק מה שטעה ויכתוב כסדר או יתל' למעלה תיבה שהוא כתוב כסדר וכן באותיות או בפסוקים שהקדים המאוחר ואיחר המוקדם לא יכתוב למעלה ב' א' אלא ימחוק ויכתוב כסדר חוץ מן שעל פי המסורת מאוחר ומוקדם.
3106, וכן בפסוקים וכן בתפלות וברכות שמתפללין בו מחמת שהתפלות שגורות בפיו וקרא כמו שרואה כתוב לפניו ואל יחוש הסופר על הקלף
3107,הכותב סדור תפלות ובא לכתוב דבר אחר שכבר כתב כגון באתה קדשת רצה במנוחתינו קדשנו במצותיך.
